"Select email template (Referral confirm)","Choix du template email par défaut (Email 1ère commande filleul)"
"Order details","Information commande"
"Customer ID","ID Client"
"Store ID","ID Boutique"
"Points are","Les points sont"
"Order ID","ID Commande"
"Points Spent","Points dépensés"
"Related to Order ID","Liés à une commande"
"Not related to Order ID","Non liés à une commande"
"Registration points","Points inscriptions"
"Points earned upon customer registration.","Points acquis lors des inscriptions de clients."
"This shopping cart worths %s loyalty point(s).","Ce panier vous rapporte %s point(s) de fidélité."
"You have %d loyalty point(s) available.","Vous disposez de %d point(s) de fidélité."
"To get a discount you need at least %d loyalty point(s).","Pour obtenir une remise, vous devez disposer au minimum de %d point(s) de fidélité."
"Enter quantity of loyalty point(s) you want to use.","Veuillez entrer la quantité de point(s) que vous souhaitez utiliser."
"%d loyalty point(s)","%s point(s) de fidélité"
"You are currently using %d point(s) of your %d loyalty point(s) available.","Vous utilisez actuellement %d points de fidélité sur un total de %d."
"Not enough points available.","Vous n'avez pas assez de points disponible."
"The minimum required points is not reached.","Le minimum des points à utiliser n'a pas été ateint."
"Amount of points wrongly used.","Le nombre de point(s) utilisé de manière incorrecte."
"Please enter a valid email address.","Veuillez entrer une adresse email valide."
"Please enter your friend name.","Veuillez entrer le nom du filleul."
"This email has been already submitted.","Cette adresse email a déjà été utilisée."
"This email was successfully invited.","Email envoyé au filleul avec succès."
"There was a problem with the invitation.","Il y a eu un problème avec votre invitation."
"Referral","Parrainage"
"Referred Friends","Parrainage"
"Friend's name","Nom de votre ami(e)"
"Friend's email address","Adresse email de votre ami(e)"
"* Required Fields","* Champs requis"
"Refer a friend","Parrainez vos ami(e)s"
"Full Name","Nom"
"Email","Adresse email"
"Coupon codes restriction","Restriction code promo"
"If yes, customers will not be able to use coupon codes and reward points at the same time within an order.","Si oui, les clients ne peuvent pas utiliser les codes promos et des points fidélité en même temps."
"With this product, you earn <span id='j2t-pts'>%d</span> loyalty point(s).","Ce produit vous rapporte <span id='j2t-pts'>%d</span> point(s) fidélité."
"Registered?","Enregistré?"
"First order?","Permier achat?"
"Show referral link","Montrer le lien parrainage"
"Show refer a friend link in user account.","Montrer le lien parrainage au niveau du compte utilisateur."
"Apply store scope","Restriction magasin"
"If yes, the points collected will be available only for the store where the points were earned.","Si activé, empèche l'utilisation de points de magasin en magasin. Les points acquis dans un magasin ne peuvent pas être utilisés dans un autre magasin."
"Client points","Points client"
"Type of points","Type de points"
"Customer email","Email client"
"Accumulated points","Points accumulés"
"Spent points","Points utilisés"
"Admin Gift","Don administrateur"
"Parent email","Email parrain"
"Referred email","Email filleul"
"Referred Name","Nom filleul"
"Status", "Etat"
"Has ordered", "A commandé"
"Waiting for order", "En attente de commande"
"Name","Nom"
"Rule details","Détail de la règle"
"Rule Name","Nom de la règle"
"To Date","Date de fin"
"Type of rule","Type de règle"
"Cart amount","Montant panier"
"Product sku","SKU produit"
"Rule condition","Conditions de la règle"
"Operator","Operateur"
"Between","Compris entre"
"Test value","Valeur de test"
"From","De"
"To","À"
"Points to be earned","Points à récolter"
"Status","État"
"Inactive","Inactif"
"Active","Actif"
"Automatic use of points","Utilisation automatique des points"
"Use maximum amount of point while in shopping cart.","Utilisation automatique de tout les points disponibles"
"Referral order state : %s","Etat commande filleul : %s"
"Order state : %s","Etat commande : %s"
"new","Nouveau"
"processing","En cours de traitement"
"complete","Terminé"
