"An error occurred while rebuilding the flat product catalog.","重新建立商品分类时出现了错误."
"An error occurred while rebuilding the search index.","重新建立搜索页面时出现了错误."
"An error occurred while refreshing the catalog rewrites.","刷新目录重写时出现了错误."
"An error occurred while refreshing the Catalog Rewrites.","刷新目录重写时出现了错误."
"An error occurred while refreshing the Layered Navigation indices.","刷新导航目录时出现了错误."
"An error occurred while refreshing the layered navigation indices.","刷新导航目录时出现了错误."
"An error occurred while saving account.","保存账户时出现了错误."
"An error occurred while saving this configuration:","保存配置时出现了错误:"
"An error occurred while saving this role.","保存任务时出现了错误."
"An error occurred while saving this template.","保存模板时出现了错误."
"An error occurred while updating the selected review(s).","更新选定的评论时出现了错误."
"Any","任何"
"Any Attribute Set","任何属性集"
"Any Group","任何组"
"Any Status","任何状态"
"Any Store","任何商店"
"Any Type","任何类型"
"Any Visibility","任何可见类型"
"API Key","API Key"
"API Key Confirmation","API Key确认书"
"Archive file name:","文档名称:"
"Are you sure that you want to delete this template?","您确认要删除该模板吗？"
"Are you sure that you want to delete this template?","您确认要删除该模板吗？"
"Are you sure that you want to strip tags?","您确认要删除标签吗？"
"Are you sure that you want to strip tags?","您确认要删除标签吗?"
"Are you sure you want to do this?","您确认要怎么做吗?"
"Are you sure you want to do this?","您确认要这么做吗？"
"Are you sure you wish to INSTALL all selected packages?","您确认要安装所有选择的包吗？"
"Are you sure you wish to UNINSTALL all selected packages?","您确认要卸载所有选择的包吗？"
"Are you sure you wish to UPGRADE all selected packages?","您确认要升级所有选择的包吗？"
"Area","区域"
"Assigned","指定"
"Assigned","指定"
"Associated Tags","相关联的标签"
"Attribute Set Name:","属性集名称:"
"Attribute set successfully saved.","成功保存属性集。"
"Attribute set was successfully removed.","成功删除属性集。"
"Attributes","属性"
"Authors","作者"
"Available Products","可以使用的商品"
"Average Order Amount","平均订单金额"
"Average Orders","平均订单"
"Back","返回"
"Back","返回"
"Back to local packages","返回本地包"
"Back to Login","返回登录"
"Back to Login","返回登录"
"Backup","备份"
"Backup record was deleted.","已删除备份记录."
"Backup successfully created","成功备份"
"Backups","备份"
"Base currency","标准货币"
"Bcc","暗送"
"Bcc","暗送"
"Bestsellers","畅销商品"
"Bestsellers","畅销商品"
"Big Image","放大图片"
"Billing Address","账单地址"
"Billing Address","账单地址"
"Billing address","账单地址"
"Billing Agreement","账单协议"
"Billing Agreements","账单协议"
"Block Information","方框信息"
"Block Information","方框信息"
"Both (without and with tax)","同时(无论是否含税)"
"Both IPN and PDT","Both IPN and PDT"
"Browse Available Extensions","浏览可用插件"
"Browse Available Remote Extensions","浏览可用的远程插件"
"Browse Files...","浏览文件..."
"Browse Files...","浏览文件..."
"Bundle Items","绑定项目"
"Bundle with dynamic pricing cannot include custom defined options. Options will not be saved.","绑定的价格和动态价格不能包含的自定义界定的选择,选项将会不能保存."
"Cache Control","缓存管理"
"Cache Control (beta)","缓存管理 (beta)"
"Cache Management","缓存管理"
"Can not add new comment.","无法添加新评论"
"Can not add tracking number.","无法添加新运单号"
"Can not delete tracking number.","无法删除运单号"
"Can not do credit memo for order","无法为此订单创建退款记录"
"Can not do invoice for order","无法为此订单做单据"
"Can not do shipment for order.","无法为此订单做运输"
"Can not initialize shipment for adding tracking number.","无法为增加订单号生成运输"
"Can not initialize shipment for delete tracking number.","无法为删除订单号生成运输"
"Can not load track with retrieving identifier.","无法使用获得的标志符加载跟踪记录"
"Can not retrieve tracking number detail.","无法获取订单号详细资料"
"Can not save credit memo","无法保存退款记录"
"Can not save invoice","无法保存单据"
"Can not save shipment.","无法保存运输"
"Can not send shipment information.","无法发送运输资料"
"Can not update item qty","无法更新物品数量"
"Can't delete design change","无法删除设计修改"
"Can't find email address.","没有找到邮件地址。"
"Cannot update the item\'s quantity.","无法更新项目\'s数量."
"Card Verification Number","信用卡校验码"
"Catalog","目录"
"Catalog Price Rules","目录价格规则"
"Catalog Rewrites","目录重写"
"Catalog Rewrites was refreshed successfully","成功刷新目录重写记录"
"Catalog Rewrites were refreshed successfully","成功刷新目录重写记录"
"Channel","频道"
"Channel:","频道："
"Checkbox","复选框"
"Choose an attribute","选择属性"
"Choose Store View","查看商店界面"
"Clear","清除"
"close","关闭"
"Close","关闭"
"CMS","CMS"
"Comment text field can not be empty.","评论框不能为空白"
"Comments History","评论记录"
"Complete","完成"
"Configuration","设置"
"Configuration successfully saved","成功保存设置"
"Connect with the Magento Community","连接Magento社区"
"Convert to Plain Text","转换为文字"
"Credit Memo #%s comment added","退款记录 #%s 备注已添加"
"Credit Memo #%s created","退款记录 #%s 已创建"
"Credit Memo cancel error.","退款记录取消有误"
"Cookie (unsafe)","Cookie (不安全)"
"Country","国家"
"Country:","国家:"
"Coupons","优惠券"
"Create","创建"
"Create DB Backup","创建数据库备份"
"Create New Attribute","创建新属性"
"Create URL Rewrite:","URL重写创建:"
"Created At","创建在"
"Credit Card Number","信用卡号码"
"Credit Card Number: xxxx-%s","信用卡号码: xxxx-%s"
"Credit Card Type","信用卡类型"
"Credit Card Type: %s","信用卡类型: %s"
"Credit memo #%s comment added","信用卡付款 #%s 补充说明"
"Credit memo #%s created","创建付款 #%s "


"Credit memo\'s total must be positive.","退款记录总计必须大于0."
"Contents","Contents"
"Confirmed email:","已确认的 email:"
"Credit Memo History","退款记录历史"
"Credit Memo total must be positive.","退款记录总额必须为正数"
"Credit Memo Totals","退款记录总计"
"Credit Memo was successfully canceled.","成功取消退款记录"
"Credit Memo was successfully created","成功创建退款记录"
"Credit Memo was successfully voided","成功将退款记录作废"
"CRITICAL","重要"
"CRITICAL","重要"
"CSV","CSV"
"CSV / Tab separated","CSV/Tab 分割"
"Currency","货币"
"Currency Information","货币信息"
"Currency Setup Section","货币安装部分"
"Current Configuration Scope:","当前配置范围:"
"Current Month","本月账单"
"Custom","自定义"
"Custom Variable ""%s""","自定义变量 ""%s"""
"Custom Variables","自定义变量"
"Customer","客户"
"Customer Group:","客户组:"
"Customer Groups","客户组"
"Customer Name","客户名称"
"Customer Reviews","客户评论"
"Customer Shopping Carts","客户购物车"
"Currency Setup Section","货币设置单元"
"Customer Since:","注册日期："
"Customer was successfully saved","成功保存客户"
"Customers","客户"
"Customers by Number of Orders","根据订单数量排列的客户"
"Customers by Orders Total","根据订单总额排列的客户"
"Dashboard","控制台"
"Data Format","数据格式"
"Data transfer:","数据传送："
"Date","日期"
"Date & Time","日期 & 时间"
"Date selection:","日期选择："
"Date selector","选择日期"
"Date Updated","更新日期"
"Date:","日期："
"Day","Day"
"Default (Admin) Values","缺省(管理)值"
"Default Billing Address","默认创建地址"
"Default Config","缺省设置"
"Default display currency ""%s"" is not available in allowed currencies","默认显示货币 ""%s"" 不在允许货币列表中"
"Default scope","缺省范围"
"Default Template from Locale","界面的缺省模版"
"Default Values","缺省值"
"Delete","删除"
"Delete %s","删除 %s"
"Delete %s '%s'","删除 %s '%s'"
"Delete Profile","删除配置文件"
"Delete Role","删除角色"
"Delete Store","删除商店"
"Delete Store View","删除商店界面"
"Delete Template","删除模板"
"Delete User","删除用户"
"Delete Website","删除站点"
"Description","简介"
"Description:","简介："
"Design","设计"
"Design change deleted","设计修改已删除"
"Design change saved","设计修改已保存"
"Design Section","设计单元"
"Developer Section","程序员单元"
"Details","详细信息"
"DHTML Date/Time Selector","日期/时间选项"
"Direction:","方向："
"Disable","禁用"
"Disabled","已禁用"
"Display default currency","显示缺省货币"
"Do you really want to KILL parallel process and start new indexing process?","您真的要终止平行进程并启动新的索引进程吗？"
"Downloading and installing $pkg, please wait...","正在下载和安装$pkg，请稍候..."
"Drag to move","窗口可拖动"
"Downloads","下载"
"Drag to move","拖动"
"Drop-down","下拉菜单"
"Edit","编辑"
"Edit Design Change","修改界面设计"
"Edit Email Template","修改邮件模板"
"Edit Poll","修改投票"
"Edit Queue","修改队列"
"Edit Review","编辑评论"
"Edit Role","修改角色"
"Edit Store View","修改商店界面"
"Edit System Template","修改系统模板"
"Edit Template","修改模板"
"Edit URL Rewrite","修改URL重写"
"Edit User","修改用户"
"Edit User '%s'","修改用户 '%s'"
"Edit Website","修改网站"
"Email","电子邮件"
"Email address is empty.","电子邮件地址为空。"
"Email Address:","电子邮件："
"Email Preview","预览电子邮件"
"Email:","电子邮件："
"Error while cleared Image cache. Please try again later","生成图像缓存出错，请稍后再试。"
"Error while create backup. Please try again later","生成备份出错，请稍后再试。"
"Error while saving account. Please check all required fields","保存账户时出错,请核对所有必填项."
"Error while updating selected review(s). Please try again later.","更新选择的评论出错，请稍后再试."
"Enable","使用"
"Enabled","激活"
"Enclose Values In:","随函附上价值:"
"Entity Type","实体类型"
"Entity type:","实体类型:"
"example: ""sitemap/"" or ""/"" for base path (path must be writeable)","例如: ""sitemap/"" or ""/"" 为基数路径 (路径必须重写)"
"example: sitemap.xml","例如: sitemap.xml"
"Excel","Excel"
"Excl. Tax","Excl. Tax"

"Expiration Date","有效期"
"Expiration Date: %s/%s","有效期：%s/%s"
"Export","导出"
"Export CSV","导出 CSV"
"Export Filters","导出文件"
"Export to:","导出至:"
"Export:","导出:"
"Extension","扩展名"
"Extension Name","扩展名"
"Extensions","扩展名"
"Failed to add a product to cart by id ""%s""","按序号 ""%s"" 添加商品到购物车失败"
"Failed to cancel the billing agreement.","取消账单协议失败."
"Failed to clear the JavaScript/CSS cache.","清理JavaScript/CSS缓存失败."
"Failed to delete the billing agreement.","删除账单协议失败."
"Failed to update the profile.","更新资料失败."
"Field","领域"
"Field Mapping","领域地图"
"File","文件"
"File Information","文件信息"
"File name:","文件名："
"File size should be more than 0 bytes","文件要大于0字节"
"Files","文件"
"Final Price","最终价格"
"Finished items creation.","Finished items creation."
"First Invoice Created Date","第一份发票的创建日期"
"First Name","名字"
"First Name is required field.","名字是必填的."
"First Name:","名字:"
"Fixed","固定"
"Flush Catalog Images Cache","清理目录图像缓存"
"Flush JavaScript/CSS Cache","清理JavaScript/CSS缓存"
"Flat Catalog Category rebuild error","目录分类重建错误"
"Flat Catalog Category was rebuilt successfully","成功重修目录分类"
"Flat Catalog Product rebuild error. Please try again later","产品目录重建出错,请稍后再试"
"Flat Catalog Product was rebuilt successfully","产品目录重建成功"
"For category","用于分类"
"For latest version visit: %s","要了解最新版本信息，请访问: %s"
"For product","用于商品"
"Forgot your password?","忘记密码？"
"Forgot your user name or password?","您忘记账户名和密码了？"
"from","来自"
"From","来自"
"FTP Host[:Port]","FTP Host[:Port]"
"Gb","Gb"
"Get help for this page","查看本页面的帮助"
"General Section","整体部分"
"Get help for this page","查看本页面的帮助"
"Get Image Base64","获取图片 Base64"
"Go Today","转至当前日期"
"Global Attribute","整体属性"
"Global Record Search","全站搜索"
"Global Search","全局搜索"
"Go Today","今天去"
"Google Base","Google Base"
"Google Base Items","Google Base 记录"
"Google Sitemaps","Google Sitemaps"
"Grand Total","金额"
"Grid (default) / List","格子(默认)/列表"
"Grid Only","仅限格子"
"Group:","组:"
"Guest","访客"
"Help Us Keep Magento Healthy - Report All Bugs","帮助我们改良Magento麦金斗的质量 - 报告所有错误"
"Home","首页"
"HTTP (unsecure)","HTTP (不安全)"
"HTTPS (SSL)","HTTPS (SSL)"
"ID","编号"
"ID Path","编号路径"
"Image cache was cleared successfully","成功清除图片缓存"
"Ignore","忽略"
"Images","图片"
"Images (.gif, .jpg, .png)","图片格式 (.gif, .jpg, .png)"
"Images Cache","图片缓存"
"images/logo.gif","images/logo.gif"
"Import/Export Advanced","高级导入/导出"
"Import and Export","导入和导出"
"Import and Export Tax Rates","导入和导出税率"
"Import Service","导入服务"
"Import/Export","导入/导出"
"Import/Export Advanced","高级导入/导出"
"Import/Export Profile","导入/导出属性"
"Imported <strong>%s</strong> records","导入<strong>%s</strong>记录"
"In","货币"
"In Database:","货币数据库:"
"In File:","货币文件:"
"Inactive","禁用"
"Incoming Message","收到的消息"
"Installing $pkg, please wait...","正在安装$pkg，请稍候..."
"Installing selected packages, please wait...","正在安装所选包，请稍候..."
"Incl. Tax","含税"
"Include","包括"
"Incoming Message","收到的信息"
"Insert Variable...","插入变量..."
"Interactive","交互"
"Interface Locale: %s","界面语言：%s"
"Invalid directory: %s","目录不正确：%s"
"Invalid email address ""%s"".","电子邮箱地址不正确 ""%s""."
"Invalid file: %s","文件不正确：%s"
"Invalid Form Key. Please refresh the page.","无效形式的密钥,请刷新此页面."
"Invalid Import Service Specified","指定的导入服务不正确"
"Invalid input data for %s => %s rate","输入的 %s => %s 比率数据不正确"
"Invalid input:","输入不正确："
"Invalid parrent block for this block","此方框的父母方框错误"
"Invalid POST data (please check post_max_size and upload_max_filesize settings in you php.ini file)","POST 数据不正确（请检查 php.ini 中 post_max_size 和 upload_max_filesize 设置）"
"Invalid Secret Key. Please refresh the page.","无效密钥,请刷新此页面."
"Invalid URL","网址不正确"
"Invalid Username or Password.","用户名或密码不正确。"
"Invalid website value","网址值不正确"
"Inventory Stock Status","存货状况"
"Invalidated","无效"
"Invoice #%s created","生成发票%s"
"Invoice and shipment was successfully created.","成功建立了单据和运输"
"Invoice was successfully canceled.","成功取消发票"
"Invoice was successfully captured","成功生成发票"
"Invoice was successfully created.","成功创建发票"
"Invoice was successfully voided","成功将发票作废"
"Invoice canceling error.","取消发票时出错."
"Invoice capturing error.","锁定发票时出错."
"Invoice History","发票记录"
"Invoice Totals","发票总计"
"Invoice voiding error.","无效发票出错."
"Invoices","发票"
"IP Address","IP 地址"
"IPN (Instant Payment Notification) Only","只支持即时汇款通知"
"Is Closed","关闭"
"Issue Number","版本号"
"Issuer: %s","发行人: %s"
"Items to merge","项目合并"
"items selected","项目选择"
"JavaScript/CSS","JavaScript/CSS"
"JavaScript/CSS Cache","JavaScript/CSS缓存"
"Kb","Kb"
"Last 24 hours","最近24小时"
"Last 5 Orders","最近5个订单"
"Last 5 Search Terms","最近5个搜索关键词"
"Last 7 days","最近7天"
"Last Logged In:","最近登录："
"Last Month","最近1个月"
"Latest Message:","最新消息："
"Layered Navigation Indices was refreshed successfully","成功刷新分层导航索引"
"Layered Navigation Indices were refreshed successfully","成功刷新分层导航索引"
"Leave empty to use tax identifier","留空则使用税率标识符"
"Level","水平"
"License","许可"
"License URI","许可 URI"
"License:","许可："
"Lifetime Sales","累计订单金额"
"Last Name","姓"
"Last Name is required field.","姓是必填的."
"Last Name:","姓:"
"Last updated: %s. To refresh last day\'s <a href=""%s"">statistics</a>, click <a href=""%s"">here</a>.","数据最后更新日期: %s. 最后一天刷新\'s <a href=""%s"">statistics</a>,点击<a href=""%s"">here</a>."
"Links","链接"
"Local Server","本地服务器"
"Local/Remote Server","本地/远程服务器"
"Links with associated products will retain only after saving current product.","保存现有产品后,与之相关的产品也将会被保存."
"List (default) / Grid","默认列表/格子"
"List Only","只列出"
"Load default template","加载默认模板"
"Load Template","加载模板"
"Loading...","加载中..."
"Local Server","本地服务器"
"Local/Remote Server","本地/远程服务器"
"Locale","语言"
"Log in to Admin Panel","登录管理面板"
"Log into Magento Admin Page","登录 Magento 管理页面"
"Log Out","退出"
"Logged in as %s","登录用户 %s"
"Login","登录"
"Low Stock","库存不足"
"Magento Admin","Magento 管理"
"Magento Commerce - Administrative Panel","Magento Commerce - 管理面板"
"Magento Connect","Magento 连接"
"Magento Connect Manager","Magento 连接管理器"
"Magento is a trademark of Irubin Consulting Inc. DBA Varien. Copyright &copy; %s Irubin Consulting Inc.","Magento 是 Irubin Consulting Inc. DBA Varien 的注册商标。版权所有 &copy; %s Irubin Consulting Inc."
"Magento Logo","Magento 标志"
"Magento ver. %s","Magento 版本 %s"
"Magento&trade; is a trademark of Irubin Consulting Inc. DBA Varien.<br/>Copyright &copy; %s Irubin Consulting Inc.","Magento&trade; 是 Irubin Consulting Inc. DBA Varien 的注册商标。<br/>版权所有 &copy; %s Irubin Consulting Inc."
"Maintainers","维护"
"MAJOR","重要"
"major","重要"
"Manage Currency Rates","管理货币汇率"
"Make sure that data encoding in the file is consistent and saved in one of supported encodings (UTF-8 or ANSI).","请确保数据加密且文件一致并使用可支持编码(UTF-8 or ANSI)."
"Manage Attribute Sets","管理属性集"
"Manage Attributes","管理属性"
"Manage Categories","管理分类"
"Manage Content","管理内容"
"Manage Currency Rates","管理汇率"
"Manage Customers","管理客户"
"Manage Installed Extensions","管理已安装插件"
"Manage osCommerce Orders","管理 osCommerce 订单"
"Manage osCommerce Profiles","管理 osCommerce 配置文件"
"Manage Ratings","管理评价"
"Manage Stores","管理商店"
"Mapping Configuration","映射配置"
"Manage Tax Zones and Rates","管理税收地区和汇率"
"Matched Expression","相关描述"
"Max","最多"
"Maximum","最多"
"Mb","Mb"
"md5sum","md5sum"
"Merge Now","立刻合并"
"Min","最少"
"Minimum","最少"
"MINOR","次要"
"minor","次要"
"Module version conflict!","模块版本发生冲突!"
"Month","月"
"Most Viewed Products","查看更多商品"
"Most Viewed Products","查看更多商品"
"MS Excel XML","MS Excel XML"
"Multiple Select","多选"
"My Account","我的帐户"
"N/A","无"
"Name on Card","持卡人姓名"

"Name on the Card: %s","持卡人姓名：%s"
"Name:","姓名:"
"New ","新的"
"New Accounts","新建帐号"
"New admin password","新的管理员密码"
"New Api Key","新 Api 密钥"
"New Attribute","新建属性"
"New Block","新建方框"
"New Category","新建分类"
"New Class","新建级别"
"New Condition","新状况"
"New Custom Variable","新的客户变量"
"New Customers","新客户"
"New Email Template","新的邮件模板"
"New Extension","新的插件"
"New Item Type","新记录类型"
"New Group","新建组"
"New Invoice","新建发票"
"New Item Type","新建项目类型"
"New Memo","新便笺"
"New Memo for #%s","#%s的新便笺"
"New Page","新页面"
"New Password","新的密码"
"New Profile","新建配置文件"
"New Store View","新建商店界面"
"New System Template","新建系统模板"
"New Poll","新建投票"
"New Profiles","新建配置文件"
"New Rate","新汇率"
"New Rating","新汇率"
"New Review","新品类"
"New Role","新建角色"
"New Rule","新建角色"
"New Search","新搜索"
"New Set","新建设置"
"New Shipment","新货"
"New Sitemap","新建网站地图"
"New Store View","新建商店界面"
"New System Template","新建系统模板"
"New Tag","新建标签"
"New Template","新建模板"
"New User","新建用户"
"New Variable","新建变量"
"New Website","新建网站"
"Newsletter","邮件列表"
"Newsletter Problems","邮件列表问题"
"Newsletter Queue","邮件列表"
"Newsletter Subscribers","邮件列表订阅人"
"Newsletter Templates","邮件列表模板"
"Next month (hold for menu)","下个月(保持菜单)"
"Next page","下一页"
"Next year (hold for menu)","明年(保持菜单)"
"No","否"
"No (price without tax)","否(价格不包含税)"
"No change","无变化"
"No Data Found","没有数据"
"No Extensions Found","没有找到插件"
"No profile","没有配置文件"
"No profile loaded...","没有加载配置文件..."
"No records found for this period.","该时间段内没有找到记录。"
"No records found.","没有数据"
"No search keywords.","没有搜索关键词。"
"No search modules registered","没有注册的搜索模块"
"No Templates Found","没有找到模板"
"No information available.","没有可用信息."
"None","无"
"Note:","说明："
"Notes","说明"
"notice","通告"
"NOTICE","通告"
"Notifications","通知"
"Number of Orders","订单数量"
"Number of records:","记录条数："
"Number of Uses","使用次数"
"of %s pages","%s页 "
"Old rate:","旧的换算率:"
"One or more of the Cache Types are invalidated:","一个或更多的缓存类型已失效:"
"Online Customers","在线客户"
"Only attributes with scope ""Global"", input type ""Dropdown"" and Use To Create Configurable Product ""Yes"" are available.","属性只能为"全范围",输入类型只能是"下拉列表",用于创建可配置的产品"是"是可使用的."
"Only mapped fields","仅映射字段"
"Optional","可选项"
"Options","选项"
"or","或"
"Order #%s","订单号%s"
"Order #%s (%s)","订单号%s (%s)"
"Order confirmation email not sent","没有发送订单确认邮件"
"Order confirmation email sent","订单确认邮件已发送"
"Order not longer exist","订单不再存在"
"Order not longer exist.","订单不再存在"
"Order Totals","订单总额"
"Order cannot be placed.","不能放置订单."
"Order Created Date","订单创建日期"
"Order ID","订单ID"
"Order Updated Date","更新时期为"
"Order Updated Date report is real-time, does not need statistics refreshing.","更新日期为报告实时,不需要刷新统计."
"Orders","订单"
"Original Magento attribute names in first row:","第一行的Magento麦金斗原有属性名称："
"Package %s data was successfully loaded","成功加载安装包%s的内容"
"Package Extensions","插件包"
"Packages","包"
"Page","页码"
"Pages","页"
"Parent Product Thumbnail","相关产品缩略图"
"Parent Transaction ID","相关交易ID"
"Passive mode","被动模式"
"Password","密码"
"Password Confirmation","密码确认"
"Password confirmation must be same as password.","密码确认必须输入相同的密码."
"Password must be at least of %d characters.","密码至少为%d位."
"Password must include both numeric and alphabetic characters.","密码必须包含数字和字母字符."
"Password:","密码:"
"Path","路径"
"Path:","路径："
"Payment Data Transfer (PDT)","支付数据传送 (PDT)"
"PayPal Email","PayPal 电子邮件"
"PEAR config","PEAR 设置"
"PEAR Configuration was successfully saved","成功保存PEAR设置"
"PEAR Console","PEAR 控制面板"
"Pending Tags","等待中的标签"
"Per Item","每商品"
"Per Order","每订单"
"per page","每页"
"Percent","百分比"
"Performed At","执行时间"
"Period","期间"
"Permanent (301)","永久 (301)"
"Permissions","权限"
"Personal Information","个人信息"
"Phone:","电话："
"PHP Version","PHP 版本"
"Please confirm site switching. All data that hasn't been saved will be lost.","请确认切换网站，所有未保存的数据将丢失。"
